1,454.7769,129.0856,438.6992,392.6659,500.038,391.941
2,454.6498,129.0026,440.2836,392.5209,498.1557,392.3996
3,454.6386,129.1186,440.908,392.4546,497.2457,392.4759
4,454.6061,128.9207,441.1907,392.2648,496.8289,392.5997
5,454.7044,128.9314,441.4073,392.1152,496.4994,392.7349
6,454.4739,128.894,441.5299,391.9938,496.2367,392.8641
7,454.4101,128.9042,441.5598,391.8515,496.0373,392.9916
8,454.4805,128.9088,441.5861,391.7387,495.8473,393.0957
9,454.479,128.9135,441.6301,391.648,495.671,393.1987
10,454.4737,128.9397,441.6808,391.5376,495.5108,393.2886
11,454.5558,128.8479,441.7257,391.4148,495.3482,393.3693
12,454.5478,128.8702,441.8097,391.2658,495.2033,393.4407
13,454.4878,129.84,441.8821,391.063,495.0809,393.5024
14,454.4932,129.7482,441.9429,390.9473,495.0127,393.5863
15,454.4288,129.587,441.9861,390.8307,494.9178,393.6607
16,454.6266,129.2662,442.0186,390.7261,494.8363,393.7566
17,454.5052,129.2053,441.8415,390.5646,494.8532,393.7805
18,454.2003,129.0218,441.7743,390.3535,494.9784,393.7671
19,454.4494,129.0093,441.7203,390.1918,495.1891,393.7877
20,454.4041,128.8263,441.714,389.8284,495.5476,393.6269
21,454.712,128.1391,441.7866,388.2178,495.4438,392.1589
22,455.2439,127.7442,440.9593,384.3202,497.6102,389.612
23,456.4413,127.8637,435.7062,375.6224,503.6559,388.5028
24,457.263,128.1693,428.903,362.7115,512.2013,386.6928
25,457.3047,128.6444,416.3563,322.6907,521.28,378.7809
26,457.7077,128.4853,406.8426,274.8898,529.1537,369.9858
27,458.091,128.3652,389.604,224.3336,534.2748,363.7168
28,458.4074,128.7839,374.6668,193.5949,536.929,359.51
29,460.2139,126.7669,369.92,178.1795,536.5308,357.2656
30,460.4936,126.9912,371.1182,169.1741,533.9548,355.9405
31,462.9908,124.8902,380.2769,168.6216,529.2049,354.1856
32,463.6959,125.5697,398.9974,175.5962,522.3641,352.3468
33,465.3907,125.4899,417.7875,188.7739,514.9812,350.1011
34,467.1167,125.1062,435.2627,209.7126,508.1492,347.6598
35,468.6828,124.3124,456.0642,227.3897,502.3527,345.4091
36,470.5412,124.2337,468.1441,250.0111,499.1074,343.1314
37,471.9543,123.7925,479.6272,269.9437,496.6125,340.1878
38,472.7854,124.7155,482.2755,284.6497,495.4122,337.9539
39,474.6504,125.6912,482.2357,296.6309,494.3856,334.6684
40,474.9664,126.9898,481.2147,304.6705,494.737,332.7925
41,476.5018,128.3357,480.532,309.4888,495.0771,334.0357
42,478.3544,128.6799,480.3823,315.0306,495.1688,335.0661
43,479.4261,128.9769,480.1375,321.0668,495.2339,335.7176
44,480.6056,129.6956,479.1268,328.0332,495.4443,336.839
45,482.119,129.7805,477.3905,334.8156,493.4467,338.755
46,482.8456,130.589,473.766,341.4889,490.9508,342.1217
47,483.7053,130.7876,468.4154,347.4012,486.3003,346.1111
48,484.7554,131.0439,463.4431,351.2808,484.0326,348.2356
49,484.4384,131.3797,458.1354,353.2029,481.5234,348.8975
50,484.2595,131.5114,455.296,352.7436,480.6888,347.7957
51,484.5777,130.5824,452.744,350.7847,481.3321,344.7274
52,483.6817,130.7731,449.437,349.7497,482.4618,341.6572
53,482.535,130.3303,448.8602,348.3566,483.3267,339.1902
54,481.6825,129.82,444.6977,346.3967,486.8857,340.3163
55,481.8497,128.0132,442.2678,346.8031,495.608,346.2804
56,480.7532,126.9173,442.8037,348.6781,506.4592,354.2266
57,479.5943,125.7051,440.9162,352.4131,516.7306,363.4639
58,478.0716,124.8997,438.8508,357.2866,524.3404,371.734
59,476.2087,123.5864,437.6064,361.2499,527.3773,378.2572
60,473.8319,123.5157,436.7147,365.6773,525.5916,381.703
61,471.7618,123.3018,437.9187,368.6573,521.603,380.1993
62,469.4132,122.9546,438.1769,370.6586,512.801,377.3774
63,467.2344,122.3777,438.5183,373.5426,502.7767,375.0334
64,465.4424,121.7231,438.9817,375.8648,493.8913,374.6519
65,463.7968,121.004,438.0865,378.8093,489.4678,377.6314
66,461.8974,120.222,436.1434,382.2406,488.4505,381.735
67,460.6214,119.5264,436.4677,383.9349,489.2666,384.8339
68,459.2711,118.5232,436.7826,385.1944,490.2562,386.5761
69,458.4119,117.3918,436.7502,385.1274,490.1493,386.4029
70,457.8157,116.5979,436.655,385.0595,489.9953,386.2547
71,457.3477,116.2124,436.5619,385.0255,489.8862,386.3258
72,456.9134,116.1376,436.4948,384.966,489.7763,386.3664
73,457.2615,116.1009,436.4399,384.9187,489.7422,386.3807
74,457.1812,115.6378,436.3665,384.9443,489.668,386.3767
75,457.2681,115.6015,436.1392,384.7782,489.593,386.3619
76,457.2834,115.9186,435.8458,384.5942,489.5554,386.2336
77,457.2934,116.0862,435.9527,384.4095,489.5645,386.1491
78,457.9295,115.8286,435.6524,384.1502,489.6457,386.1286
79,458.4635,115.833,434.7386,383.8373,489.833,386.0676
80,459.1848,115.9031,435.2269,383.5959,490.123,386.0566
81,459.6588,115.9986,434.4728,382.5561,491.9364,384.857
82,460.2788,116.1002,429.0659,378.2931,498.4654,384.7557
83,461.8067,116.3184,416.4632,364.3548,508.2295,381.7444
84,463.1473,117.0808,408.0306,340.8532,517.9577,378.0226
85,464.5194,117.6087,394.8801,300.7817,529.6368,369.4976
86,466.4218,117.3001,382.3897,251.1338,540.1667,362.6299
87,468.3477,118.1171,367.709,202.7086,548.6586,357.9867
88,470.2155,118.7006,361.9198,171.9177,552.517,353.6181
89,472.7324,119.5102,354.0477,146.1366,552.9637,349.6253
90,474.8355,120.4513,352.0061,128.9704,551.3323,346.9763
91,476.9333,121.2795,358.6171,121.4056,546.3179,344.3998
92,478.7324,121.2552,367.0098,121.8471,539.9209,343.1185
93,480.1366,122.9104,383.374,130.9333,532.1305,341.6446
94,481.3505,124.6392,403.0088,147.8216,525.1401,340.0329
95,483.583,124.9507,423.433,170.3161,518.315,338.1019
96,484.3966,125.2278,448.3642,201.3158,512.7337,336.8502
97,485.3405,125.1477,464.1612,224.8678,508.0066,335.0482
98,486.0233,125.6219,481.2743,251.1211,504.6248,333.0013
99,486.298,125.7722,489.2433,269.145,502.2409,330.7666
100,486.3272,126.5095,489.6926,283.4707,501.0053,326.8613
101,487.0784,126.5906,488.9458,291.8372,501.1654,325.1647
102,487.1534,127.3487,489.1193,295.634,502.398,326.4274
103,488.0349,127.0637,489.5548,299.2834,503.9709,326.7925
104,487.9537,127.3179,490.7245,303.3983,504.932,326.4216
105,488.0106,127.2278,491.3636,306.6659,505.4461,325.8803
106,489.174,126.935,491.9086,309.7671,506.0027,325.4743
107,489.3263,126.414,491.6159,312.8241,505.9057,325.0334
108,489.3379,126.4375,491.1588,315.8442,505.8751,325.1513
109,488.9167,126.8814,489.986,318.3072,504.661,326.071
110,489.066,126.2617,488.589,320.3063,503.8734,326.4865
111,489.1188,125.7489,486.3633,322.3375,501.9486,327.3517
112,488.8541,125.5873,484.0199,323.9482,500.6884,328.8149
113,488.3797,124.8124,482.451,324.3916,500.1027,329.4024
114,487.8207,124.3702,481.8413,324.5739,500.9396,329.3094
115,487.4494,123.5241,481.1038,323.8746,500.9908,328.3832
116,486.5469,122.3536,480.4579,323.1903,501.4636,326.7533
117,485.6225,121.0791,480.3428,322.0392,501.7846,324.8445
118,484.5933,119.8764,480.0985,320.9447,503.6192,324.843
119,483.4154,118.723,477.8095,318.5287,505.9312,330.4473
120,482.1284,118.1305,472.4505,316.6637,511.9255,343.5862
121,480.6305,117.2379,464.032,319.5329,518.926,356.3882
122,479.2252,116.7576,455.358,326.6089,525.1992,367.0399
123,477.5812,116.4584,448.8521,334.1335,528.4072,374.7096
124,475.6867,116.6459,441.6909,345.3987,530.3486,380.8476
125,473.9871,116.9051,436.1515,355.6605,528.6889,382.2638
126,472.457,116.9787,432.5151,363.8183,522.7156,382.5426
127,471.0444,117.3069,430.8414,369.7068,515.3025,380.6986
128,469.5681,116.9698,431.764,373.3778,506.0352,377.9767
129,468.2534,116.7819,432.3467,375.9977,498.8687,375.9128
130,467.0926,116.1493,430.2328,378.2358,497.5774,376.6937
131,465.8138,115.7841,428.7927,380.0152,498.615,378.8606
132,464.7747,115.5501,428.464,380.8382,499.6011,380.6487
133,463.9455,115.143,428.227,381.0795,499.458,380.4685
134,463.306,114.4352,427.8803,381.0685,499.3152,380.273
135,463.0814,114.3582,427.5428,381.0402,499.2496,380.2337
136,462.4891,114.2055,427.0943,380.9635,499.1328,380.2106
137,462.2975,114.1604,426.8479,380.8553,499.0044,380.1696
138,461.8396,114.2715,426.3561,380.8451,498.9631,380.0431
139,462.0741,114.6343,425.953,380.7842,498.8402,379.9133
140,462.0087,114.6894,425.5177,380.6668,498.7618,379.8087
141,462.2521,114.2654,424.9973,380.4794,498.7194,379.6883
142,462.6942,114.1723,424.3526,380.463,498.9658,379.6089
143,463.1183,114.3718,423.4398,379.7897,500.0407,379.4426
144,463.7564,114.5395,420.6824,377.9588,502.7704,378.4499
145,464.5523,115.1209,413.1025,366.8013,512.6666,381.2135
146,465.3222,115.6899,403.5586,340.1217,522.1064,379.1823
147,466.3534,116.7096,386.9831,304.4955,532.2663,375.569
148,467.2951,117.2475,370.9162,257.0711,541.738,372.8156
149,468.5288,117.5668,358.1841,204.2423,548.0509,370.0967
