1,492.3521,125.1486,474.0858,393.613,535.5562,390.9103
2,492.4591,125.0745,474.0001,394.1373,534.4373,390.319
3,492.6163,124.8858,476.1481,393.6886,531.6209,390.4111
4,492.4908,125.0782,476.5905,393.6679,531.3846,390.1736
5,492.3696,124.9708,476.7629,393.7385,529.9086,390.1414
6,492.4995,124.905,476.746,393.8592,529.1031,390.0448
7,492.5422,124.9768,476.8294,393.8847,528.6703,390.002
8,492.4227,124.9232,476.7525,393.9815,528.0969,390.1195
9,492.4184,124.9307,476.6704,393.993,528.093,390.1957
10,492.4387,124.9565,476.4681,394.0882,527.3219,390.264
11,492.3082,124.9397,476.4404,394.1205,526.7429,390.2716
12,492.1702,125.1379,476.0618,394.1752,526.6782,390.3164
13,492.4133,125.2686,476.0275,393.5504,526.2798,390.4123
14,492.2642,125.8458,474.5034,393.9746,525.9275,390.4428
15,492.4224,125.123,474.7654,393.6041,525.622,390.4273
16,492.3203,125.7332,472.6923,393.3428,525.4937,390.2988
17,492.3916,125.6191,472.4563,393.1682,525.0997,390.3486
18,492.5,125.7541,469.9486,392.6791,524.7102,390.3252
19,492.2216,125.6503,469.7663,392.4506,524.388,390.2476
20,492.5723,125.0188,466.081,390.0409,524.1758,390.2016
21,492.9288,124.8978,468.446,387.8883,525.0279,390.1598
22,493.2026,125.0657,469.6575,377.3652,525.6058,389.5489
23,492.9589,125.2006,469.7129,359.4456,525.2791,388.5868
24,492.2592,124.9083,469.219,338.1022,525.6534,389.0217
25,491.5077,125.5054,469.0833,308.7542,525.4574,389.7077
26,489.7627,125.5984,469.788,281.8935,526.3549,389.8528
27,488.6996,125.023,466.407,258.741,526.7102,389.4025
28,488.6017,125.4929,463.7872,240.0638,526.6073,389.0442
29,489.3029,125.4584,452.6873,229.827,527.0631,388.7524
30,490.9104,125.496,436.9974,226.1515,528.1809,389.1716
31,493.5939,126.2934,422.0936,229.8336,527.0826,389.2218
32,496.2142,126.9372,408.4154,239.565,526.7748,389.2221
33,499.3291,127.827,401.5896,258.3486,525.8889,388.8598
34,500.7149,128.1617,400.3464,280.3321,525.9336,388.7619
35,502.41,128.5035,407.845,299.6468,526.1361,388.4071
36,503.2216,128.7313,422.502,313.1381,526.734,388.4509
37,502.5555,128.6137,441.6269,318.6076,527.3446,388.8588
