1,497.808,135.8977,477.7964,411.4904,537.7851,410.7124
2,498.0626,136.0046,478.1823,412.4427,537.382,410.4432
3,498.2328,135.9719,480.7538,412.1688,535.4608,410.7484
4,498.5182,135.8485,481.2558,412.3079,535.4246,410.8834
5,498.2341,135.746,481.5469,412.4654,534.5172,410.6712
6,498.2353,135.5419,481.6523,412.549,534.8305,410.4199
7,498.098,135.5227,481.6015,412.5425,534.4395,410.5254
8,498.1473,135.4222,481.7623,412.5478,534.5067,410.3885
9,498.1503,135.3056,481.9721,412.5371,534.4778,410.406
10,498.1393,135.3007,481.6461,412.5707,534.1695,410.2956
11,498.1756,135.2976,481.7501,412.4588,535.2806,410.3662
12,498.1934,135.8638,481.6043,412.3526,534.7069,410.1892
13,498.0908,136.3307,481.0913,411.9807,535.6775,410.0135
14,498.4195,136.4557,480.8885,411.7027,535.2025,409.7018
15,498.473,136.1391,479.6739,411.4158,536.8172,409.3164
16,498.8179,136.2273,477.7112,410.9122,536.2706,408.6784
17,499.1871,135.2365,471.5128,406.396,542.2001,405.1599
18,499.3439,135.4293,458.5024,393.3794,552.3816,397.1379
19,499.6813,135.7455,434.8949,376.6909,573.6996,384.7601
20,499.6635,136.4791,407.6873,358.9116,600.6725,372.4511
21,499.6114,137.0693,380.4512,342.3988,627.1142,362.3299
22,499.4817,137.8157,357.798,331.2477,650.1388,354.1235
23,499.5366,137.8037,340.8461,325.7528,668.2045,351.0362
24,499.7789,137.7984,333.0726,326.5218,677.2331,353.1842
25,499.8495,137.8873,334.9423,335.3567,677.4431,359.5239
26,499.796,137.4796,346.7745,346.56,664.9278,366.2934
27,499.8278,137.939,369.9841,356.9402,643.3267,369.1327
28,499.9761,137.6518,394.6687,358.8685,620.8126,367.5348
29,500.1689,137.477,418.7888,349.1377,601.0879,358.9487
30,500.631,136.8012,430.0049,334.285,590.4582,344.9681
31,500.5192,137.1197,427.8658,315.1513,585.4834,330.6511
32,500.8065,136.6439,416.5153,300.0511,589.7586,317.713
33,500.819,135.8174,399.6257,289.4265,598.5911,310.2106
34,500.8128,135.1823,379.7076,285.9161,611.1346,308.6567
35,500.6946,134.8913,363.0522,289.8435,624.4525,313.5344
36,500.6573,134.5419,350.23,300.814,637.1774,324.2383
37,500.6907,135.6675,345.2276,315.9609,647.1071,337.5486
38,500.65,136.0224,351.001,333.2466,650.1875,351.318
39,500.4954,136.7691,366.1899,348.8954,646.5548,364.4261
40,500.2223,137.0331,384.9305,356.9098,633.9522,369.7617
41,500.0784,137.7101,405.2513,355.5365,618.3945,367.4566
42,500.0409,137.7202,421.4925,344.7884,603.0116,357.1719
43,500.1817,137.9455,428.5136,330.9813,594.1786,343.8879
44,500.314,137.7732,424.1112,316.4414,593.9923,328.5067
45,500.4649,137.8592,412.711,303.2375,598.6855,316.9443
46,500.6605,137.7927,397.1267,296.5025,607.6833,309.9551
47,500.7284,137.5388,381.0249,296.2742,619.9672,309.6534
48,500.6733,136.1782,369.242,304.097,629.5816,317.7377
49,500.5969,135.9167,367.6335,318.105,637.8323,329.773
50,500.2116,135.5164,375.3196,331.9316,636.8227,340.7516
51,500.1339,134.7158,388.5315,342.8311,628.8824,351.4596
52,499.9232,134.0918,402.7981,349.9726,615.9172,360.8115
53,499.8777,132.7824,415.2314,355.413,602.8,366.6861
54,499.7206,131.8603,427.4884,360.3603,587.129,371.3429
55,499.6435,130.3947,440.0128,367.2498,572.1058,376.6558
56,499.8127,129.6443,451.145,373.9187,560.4077,381.5482
57,500.0118,128.7028,460.9955,380.1992,549.4256,386.0068
58,500.1817,127.9175,470.8962,385.8652,541.5129,390.3037
59,500.0619,127.1433,478.7389,391.0134,532.1628,392.7962
60,499.9332,126.5166,481.9847,395.0848,526.6962,394.9324
61,499.7719,126.4186,488.2021,398.3581,524.7674,397.1752
62,499.4841,126.4841,490.8835,400.8919,525.0608,399.4652
63,499.2564,126.0953,491.2113,403.4957,524.7187,402.2893
64,499.1394,126.0238,490.3486,406.0958,524.335,404.3084
65,498.8428,125.9994,488.6285,406.9977,523.688,405.1757
66,498.8917,125.7832,488.0622,407.2398,524.2058,405.1372
67,498.6267,125.8652,488.4807,407.2639,524.3742,405.9834
68,498.4267,126.2208,487.5507,407.5343,525.1341,405.9831
69,498.1319,126.2201,487.1328,407.6527,525.2085,405.9305
